Activity Id,Date,Type,Route Name,Distance (mi),Duration,Average Pace,Average Speed (mph),Calories Burned,Climb (ft),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
cc562dda-7df8-4764-b6eb-7fa6475fef2f,2021-12-02 09:02:28,Running,,3.50,40:08,11:28,5.23,488.0,29,,"","",2021-12-02-090228.gpx
2811d244-c477-4705-8dcc-19e991c36314,2021-11-29 08:27:30,Running,,7.62,1:23:37,10:58,5.47,1074.0,86,,"","",2021-11-29-082730.gpx
c47a260e-da0a-4dd0-97b6-8ae45a4ec0d8,2021-11-20 09:54:29,Running,,5.50,1:04:11,11:40,5.14,755.0,76,,"","",2021-11-20-095429.gpx
40c40b8e-da15-4543-ab04-1bce73bd07ce,2021-11-19 10:14:10,Running,,3.82,42:21,11:05,5.41,527.0,52,,"","",2021-11-19-101410.gpx
99e02bc3-e56e-43d6-9fa8-687d1ba4af83,2021-11-18 06:03:17,Running,,4.41,46:01,10:25,5.76,630.0,63,,"","",2021-11-18-060317.gpx
201b278e-bc3d-408d-b797-288564c7ba9b,2021-11-17 10:43:16,Running,,3.44,36:38,10:39,5.64,483.0,24,,"","",2021-11-17-104316.gpx
a022a21b-5b57-4296-a1d9-b525b6a010e6,2021-11-15 10:38:10,Running,,2.50,25:51,10:19,5.81,355.0,16,,"","",2021-11-15-103810.gpx
bd92f2e5-7e5d-4f5b-a58a-a1170bc3bca2,2021-11-14 06:09:01,Running,,5.20,58:33,11:15,5.33,736.0,69,,"","",2021-11-14-060901.gpx
2c0632ad-841e-497e-bf3f-07b48859349f,2021-11-12 17:09:09,Running,,3.47,41:54,12:05,4.96,478.0,26,,"","",2021-11-12-170909.gpx
b8c2a1b2-53f6-45b1-9554-16bde4567da7,2021-11-11 16:54:46,Running,,6.88,1:22:57,12:03,4.98,972.0,89,,"","",2021-11-11-165446.gpx
9e72126e-46a0-4a8d-9eee-a4418ef149e4,2021-11-10 10:05:36,Running,,3.36,32:43,9:44,6.16,482.0,26,,"","",2021-11-10-100536.gpx
bd3f9863-95f5-44eb-85a9-b408ab5712b6,2021-11-09 10:02:29,Running,,2.49,24:26,9:49,6.11,355.0,17,,"","",2021-11-09-100229.gpx
7559433c-306d-4384-a96a-fa628dc684f0,2021-11-08 10:42:01,Running,,5.45,59:45,10:58,5.47,770.0,72,,"","",2021-11-08-104201.gpx
e07a0749-f8e8-4b13-9103-ba4351076283,2021-11-05 10:08:06,Running,,2.53,23:56,9:28,6.34,358.0,20,,"","",2021-11-05-100806.gpx
30c4cf68-864c-401d-982a-5526d9ea4b5d,2021-11-04 06:11:58,Running,,2.43,36:45,15:08,3.97,286.0,17,,"","",2021-11-04-061158.gpx
7eea86cc-e583-4a55-ab78-13e3db151923,2021-11-03 05:51:18,Running,,2.48,36:05,14:32,4.13,305.0,18,,"","",2021-11-03-055118.gpx
d14dcd6b-6047-4ec0-8a14-3c7f3a7eb7ad,2021-11-02 05:59:29,Running,,4.46,46:04,10:20,5.80,624.0,65,,"","",2021-11-02-055929.gpx
06a62d64-882d-4f7c-8fdb-f427bdde3227,2021-11-01 10:10:36,Running,,2.47,22:40,9:11,6.53,348.0,19,,"","",2021-11-01-101036.gpx
c78b8d91-3616-46df-9d21-2bc525b7d7c5,2021-10-29 05:47:31,Running,,4.97,1:10:16,14:09,4.24,636.0,46,,"","",2021-10-29-054731.gpx
ebcf334d-3cba-459f-a7d2-2bb9a56fb5a4,2021-10-28 06:19:59,Running,,4.50,47:44,10:36,5.66,621.0,63,,"","",2021-10-28-061959.gpx
3b49c4ab-b904-4e89-a269-7f2699c295fb,2021-10-27 06:04:06,Running,,3.96,44:25,11:13,5.35,542.0,49,,"","",2021-10-27-060406.gpx
0fdd2e08-6915-458d-8e9b-6e856bb47e6d,2021-10-26 06:06:49,Running,,5.46,57:58,10:38,5.65,767.0,75,,"","",2021-10-26-060649.gpx
9a43ca35-fff0-43ea-b79e-cd748267d36d,2021-10-25 06:14:29,Walking,,2.52,36:41,14:34,4.12,305.0,18,,"","",2021-10-25-061429.gpx
b8eca659-9ca3-48c4-b4f1-bf6e13dbd804,2021-10-24 15:42:41,Walking,,5.50,55:56,10:11,5.90,781.0,70,,"","",2021-10-24-154241.gpx
87a6a34d-3098-4ba4-9eb4-cffd4e2c4774,2021-10-22 14:19:58,Walking,,0.00,0:05,24:04,2.49,0.0,0,,"","",2021-10-22-141958.gpx
f659a394-730b-4eb5-b713-151e3563fcf9,2021-10-22 06:08:41,Walking,,2.89,45:07,15:35,3.85,345.0,22,,"","",2021-10-22-060841.gpx
0c1919ff-fbef-4f81-93bc-7f4c87c65d06,2021-10-21 06:04:17,Running,,5.38,1:00:12,11:11,5.37,744.0,70,,"","",2021-10-21-060417.gpx
d3be07b3-48cf-4986-a5f5-ae62c3c3d0b2,2021-10-20 09:22:08,Running,,2.52,27:29,10:53,5.51,344.0,18,,"","",2021-10-20-092208.gpx
fed4ee17-3d0f-4ec7-8331-e34af18e8508,2021-10-19 09:11:58,Running,,3.52,40:19,11:27,5.24,472.0,26,,"","",2021-10-19-091158.gpx
e5a0e6f9-b318-464d-b3b1-0feed5846967,2021-10-18 05:54:33,Running,,4.44,1:03:44,14:22,4.18,569.0,63,,"","",2021-10-18-055433.gpx
c54d72e2-a0eb-41b1-b723-969bc9d0be3b,2021-10-16 06:30:16,Running,,5.87,54:06,9:13,6.51,841.0,41,,"","",2021-10-16-063016.gpx
857d9196-b788-4207-8dc8-623667060253,2021-10-15 05:25:01,Running,,3.30,1:02:51,19:02,3.15,390.0,3,,"","",2021-10-15-052501.gpx
e49103bc-5eda-49f7-a7d0-6aab55a00abf,2021-10-13 06:04:38,Running,,5.46,54:39,10:00,6.00,783.0,67,,"","",2021-10-13-060438.gpx
1d1a14b4-4eb9-4e81-b854-9e20e32d02eb,2021-10-11 06:11:09,Running,,4.40,46:30,10:34,5.68,618.0,30,,"","",2021-10-11-061109.gpx
923a064d-9f2c-49b1-acd1-d60a9f0010bd,2021-10-10 06:29:32,Running,,4.66,1:02:12,13:20,4.50,604.0,69,,"","",2021-10-10-062932.gpx
62d7e22d-4c51-4759-8e2d-d370fd04f4f2,2021-10-10 06:18:47,Running,,0.00,0:00,,,0.0,0,,"","",
4522e814-613f-44d8-9165-c6502fad585a,2021-10-10 06:18:47,Running,,0.00,0:00,,,0.0,0,,"","",
5001277b-3fd1-4b61-bcf2-2f8a566d1e86,2021-10-09 10:49:09,Running,,2.31,26:13,11:20,5.30,330.0,16,,"","",2021-10-09-104909.gpx
b5780438-5cc4-42f9-8580-8eb02dc6c015,2021-10-06 06:05:16,Running,,3.44,41:08,11:57,5.02,465.0,26,,"","",2021-10-06-060516.gpx
edcae4f8-5804-4540-953f-5e519128022a,2021-10-05 08:39:29,Running,,3.48,39:59,11:29,5.23,486.0,24,,"","",2021-10-05-083929.gpx
a421f4bb-3bc0-473d-8be5-25df73e96096,2021-10-04 09:20:18,Running,,5.82,1:02:47,10:47,5.56,821.0,74,,"","",2021-10-04-092018.gpx
d85a1df8-f0cb-4b7d-9f5a-534fb1dd25b0,2021-09-29 16:52:08,Walking,,2.23,39:03,17:31,3.43,273.0,16,,"","",2021-09-29-165208.gpx
9b7dfa73-8583-4d33-919b-43ba639a9654,2021-09-29 08:36:21,Walking,,2.31,40:11,17:24,3.45,270.0,24,,"","",2021-09-29-083621.gpx
a0681010-ea74-415b-b223-0c62e560b38f,2021-09-28 08:27:57,Running,,4.55,50:44,11:10,5.38,635.0,31,,"","",2021-09-28-082757.gpx
83ce4ffa-e1b5-4238-91b8-25ff4ce79b16,2021-09-27 08:51:44,Running,,4.37,50:29,11:34,5.19,613.0,63,,"","",2021-09-27-085144.gpx
4b267eb9-3662-4d8f-8b53-580e54970f85,2021-09-26 07:45:05,Running,,6.49,1:04:18,9:54,6.06,934.0,127,,"","",2021-09-26-074505.gpx
2fc8180c-e424-4f34-ad98-294b2e9609cf,2021-09-24 08:36:47,Running,,5.51,1:10:05,12:44,4.71,755.0,71,,"","",2021-09-24-083647.gpx
9593698f-3ca8-4c77-b3a7-ef9feb0e7638,2021-09-23 08:34:04,Running,,5.42,1:11:20,13:09,4.56,721.0,73,,"","",2021-09-23-083404.gpx
ff5706e5-7f16-4ed4-a028-ee7c14027b61,2021-09-21 08:47:08,Running,,3.51,46:18,13:12,4.54,448.0,30,,"","",2021-09-21-084708.gpx
780895b5-3b75-47cd-92ba-fb482294f78a,2021-09-20 11:24:07,Running,,2.41,36:19,15:04,3.98,285.0,20,,"","",2021-09-20-112407.gpx
f255a9d5-7cb1-4718-8e1a-2e0d685f9d01,2021-09-17 08:41:35,Running,,5.55,1:03:52,11:30,5.22,784.0,72,,"","",2021-09-17-084135.gpx
11740696-9ce7-4ed5-baac-74c5398415f0,2021-09-16 08:31:36,Running,,2.51,30:12,12:03,4.98,341.0,19,,"","",2021-09-16-083136.gpx
9216c2de-40f6-4d7a-931b-3f00d3f31e98,2021-09-15 08:43:21,Running,,3.04,29:59,9:53,6.08,432.0,21,,"","",2021-09-15-084321.gpx
945e822b-5aa7-4634-999b-8d0b6b661807,2021-09-14 08:23:33,Running,,3.02,32:07,10:38,5.64,426.0,20,,"","",2021-09-14-082333.gpx
dc70f68d-c616-4d84-ba94-ea6e381f1867,2021-09-13 08:36:06,Running,,3.52,53:54,15:18,3.92,504.0,27,,"","",2021-09-13-083606.gpx
1b73dabb-3061-440b-a359-055cb467a383,2021-09-10 08:37:32,Running,,2.51,30:07,12:00,5.00,350.0,18,,"","",2021-09-10-083732.gpx
949b68f8-4c93-43ab-b8b8-9cafc9caaf02,2021-09-09 08:27:56,Running,,3.95,45:08,11:25,5.26,549.0,27,,"","",2021-09-09-082756.gpx
bcb1f36d-d6df-40f9-b87e-482a66410922,2021-09-08 08:53:33,Running,,4.89,50:38,10:21,5.80,683.0,42,,"","",2021-09-08-085333.gpx
07b9f3c6-6944-431b-8d34-4e309809e552,2021-09-07 08:40:30,Running,,4.38,46:27,10:37,5.66,609.0,29,,"","",2021-09-07-084030.gpx
aca2d072-7d29-4365-9c3a-18e3b559a895,2021-09-04 19:47:34,Running,,5.44,58:42,10:48,5.56,763.0,77,,"","",2021-09-04-194734.gpx
e47533cc-0070-4cdc-b546-b5a1a9de60f6,2021-09-03 08:54:29,Running,,4.44,45:50,10:20,5.81,620.0,66,,"","",2021-09-03-085429.gpx
c5eadba8-bc34-444b-a976-4eb931c79a51,2021-09-01 09:02:41,Running,,4.80,1:02:25,13:00,4.62,632.0,46,,"","",2021-09-01-090241.gpx
3fab814c-2714-4c1e-afd8-8a40f8d5aa70,2021-08-31 08:43:29,Running,,3.50,39:23,11:16,5.33,474.0,29,,"","",2021-08-31-084329.gpx
5a17141b-faee-41bb-901b-9e110e3658f1,2021-08-30 05:46:52,Running,,5.50,1:00:07,10:56,5.49,791.0,71,,"","",2021-08-30-054652.gpx
34c45de8-2cc1-431c-95db-5e04f6534a4d,2021-08-28 06:10:31,Running,,6.81,1:14:35,10:57,5.48,965.0,90,,"","",2021-08-28-061031.gpx
4baee55b-8bc3-4ccc-af84-e95179bd2c86,2021-08-27 08:40:54,Running,,3.47,50:09,14:26,4.16,451.0,25,,"","",2021-08-27-084054.gpx
443d44fd-0761-42fe-b6ca-a440e9a7bdee,2021-08-25 08:20:49,Running,,4.30,47:40,11:06,5.41,598.0,29,,"","",2021-08-25-082049.gpx
3e48b3d6-9469-4229-95ae-b9b363f7d327,2021-08-23 08:28:24,Running,,3.50,34:23,9:49,6.11,494.0,26,,"","",2021-08-23-082824.gpx
8bb0a81e-a8ab-42af-8219-adefc11894ce,2021-08-22 07:08:17,Running,,5.91,1:00:52,10:18,5.83,838.0,49,,"","",2021-08-22-070817.gpx
986ae4c3-1d7c-4e1c-8268-2cf861d8eb31,2021-08-20 08:23:53,Running,,3.49,46:31,13:20,4.50,453.0,28,,"","",2021-08-20-082353.gpx
2e772eb2-10e0-49d9-b12b-0868a977bde6,2021-08-19 08:36:16,Running,,5.22,1:02:50,12:03,4.98,709.0,76,,"","",2021-08-19-083616.gpx
e6da8ff7-01d3-4930-ae1a-40e399173d19,2021-08-18 11:17:19,Running,,5.43,1:03:39,11:44,5.12,758.0,68,,"","",2021-08-18-111719.gpx
d8e4e138-c3f8-48ba-8b95-e0b748a03059,2021-08-16 10:15:20,Running,,4.45,52:58,11:54,5.04,594.0,29,,"","",2021-08-16-101520.gpx
863b1af3-6192-4ee2-b1d9-51bf4ab52d1f,2021-08-15 11:13:33,Running,,4.53,49:16,10:52,5.52,636.0,36,,"","",2021-08-15-111333.gpx
a4b67679-801b-4340-8293-eb47642c3f7d,2021-08-04 06:11:50,Running,,5.49,58:23,10:38,5.65,774.0,73,,"","",2021-08-04-061150.gpx
2cd7dd85-4576-4573-9241-e8cb6b09f2fc,2021-08-03 11:32:49,Running,,3.48,37:02,10:38,5.65,490.0,27,,"","",2021-08-03-113249.gpx
877b06e4-5328-4dfb-9e94-0916b96fa403,2021-08-02 13:48:17,Running,,3.43,50:13,14:39,4.09,511.0,24,,"","",2021-08-02-134817.gpx
7fcaa219-b9bf-4c2e-85d4-c8ee9e3aafb1,2021-07-31 05:46:07,Running,,6.76,1:06:01,9:46,6.14,959.0,88,,"","",2021-07-31-054607.gpx
53a0d0e8-bb78-48cc-9968-48ea81f8201d,2021-07-29 10:40:08,Running,,3.47,39:55,11:29,5.22,480.0,28,,"","",2021-07-29-104008.gpx
ed1a9391-8377-41a8-af1d-2bb016cf8fa1,2021-07-28 09:46:14,Running,,4.49,49:17,10:58,5.47,621.0,34,,"","",2021-07-28-094614.gpx
d512e6a4-8b99-4c14-b748-eda0436047d0,2021-07-27 09:57:47,Running,,2.92,30:11,10:21,5.80,410.0,19,,"","",2021-07-27-095747.gpx
d689799b-92aa-46ab-be4b-2a6f96e97b97,2021-07-25 05:08:13,Running,,7.72,1:17:10,10:00,6.00,1113.0,132,,"","",2021-07-25-050813.gpx
2469f4dc-9c1d-4b6f-9c8c-a3b7438bf822,2021-07-24 09:36:22,Running,,3.50,37:25,10:42,5.60,491.0,26,,"","",2021-07-24-093622.gpx
f9aaade9-762f-4df1-9e6c-cc5736cde99e,2021-07-23 10:26:17,Running,,3.42,45:10,13:11,4.55,510.0,27,,"","",2021-07-23-102617.gpx
23748d3c-00a5-470e-a045-f863598d6d04,2021-07-22 10:28:08,Running,,3.45,35:44,10:22,5.79,482.0,28,,"","",2021-07-22-102808.gpx
959e55be-fc10-4775-bbcf-2e9326c026cf,2021-07-21 09:53:14,Running,,3.40,39:58,11:46,5.10,468.0,30,,"","",2021-07-21-095314.gpx
abfad567-dc78-4947-84b5-c6336aae1051,2021-07-18 10:54:06,Running,,4.49,47:09,10:29,5.72,630.0,30,,"","",2021-07-18-105406.gpx
d6c4ea16-fac9-475b-96fe-22b318903aeb,2021-07-17 06:37:37,Running,,6.79,1:05:06,9:35,6.26,970.0,89,,"","",2021-07-17-063737.gpx
0c25f154-f7b1-4eeb-b17a-d6aae21f3096,2021-07-16 10:23:56,Running,,3.41,37:18,10:56,5.49,469.0,26,,"","",2021-07-16-102356.gpx
2cc2f4bb-557b-4035-bba5-7e9512a618ef,2021-07-14 10:07:15,Running,,3.50,40:28,11:33,5.19,479.0,27,,"","",2021-07-14-100715.gpx
e00f92eb-89d5-4539-8113-6d8111429d0f,2021-07-13 09:37:48,Running,,3.49,38:24,11:00,5.46,489.0,25,,"","",2021-07-13-093748.gpx
22a62939-32a5-4c13-82a8-fa5549afd6b2,2021-07-12 10:19:20,Running,,2.48,29:03,11:44,5.12,340.0,21,,"","",2021-07-12-101920.gpx
2bc5c7b5-a7d9-45c6-9428-162c3154b878,2021-07-09 09:46:52,Running,,0.00,0:00,,,0.0,0,,"","",
e5b3481b-f1e2-4868-9b19-8c2b51b1632e,2021-07-08 09:48:23,Running,,4.48,50:58,11:22,5.28,635.0,33,,"","",2021-07-08-094823.gpx
59bbfd07-622f-4ed2-926b-452075d3fe67,2021-07-07 09:27:52,Running,,5.49,1:00:58,11:06,5.41,764.0,72,,"","",2021-07-07-092752.gpx
fd7db749-2e3d-45da-9dbd-8f5f07dc256e,2021-06-25 10:29:01,Running,,0.00,0:00,,,0.0,0,,"","",
54342ac6-d677-4a71-bf2f-944ef14c8017,2021-06-23 09:41:02,Running,,4.48,52:59,11:49,5.08,620.0,30,,"","",2021-06-23-094102.gpx
404d388d-41f7-402d-b376-5e9667c59f5f,2021-06-22 10:03:05,Running,,2.06,30:38,14:51,4.04,257.0,12,,"","",2021-06-22-100305.gpx
be666299-f3ee-4bab-904f-8f6ebdb8bbdd,2021-06-18 10:16:56,Running,,3.79,40:49,10:46,5.57,531.0,50,,"","",2021-06-18-101656.gpx
e9e7b78c-37cc-4a6f-bbf7-d99cf2b4dd3b,2021-06-17 09:13:43,Running,,5.90,1:04:41,10:58,5.47,845.0,51,,"","",2021-06-17-091343.gpx
1dc134e8-8279-40a8-88f7-027ed7ce2200,2021-06-16 09:22:35,Running,,3.43,38:30,11:14,5.34,473.0,27,,"","",2021-06-16-092235.gpx
49231ec5-df41-436c-9bb9-1e0d18d61cbd,2021-06-15 14:52:30,Running,,3.01,32:23,10:44,5.59,428.0,25,,"","",2021-06-15-145230.gpx
e8eda210-5c38-4345-ac63-7b87a1dd6d4d,2021-06-12 19:53:05,Running,,4.74,1:02:37,13:12,4.55,627.0,93,,"","",2021-06-12-195305.gpx
c237984d-4491-412f-a903-36b0c8b99d4f,2021-06-10 09:42:53,Running,,3.97,42:20,10:39,5.63,555.0,27,,"","",2021-06-10-094253.gpx
e0c02570-f697-499f-9f7a-0600fef57726,2021-06-09 10:20:23,Running,,3.45,38:30,11:09,5.38,482.0,29,,"","",2021-06-09-102023.gpx
29f88954-f3f3-4326-9559-cc1277cc11c6,2021-06-08 08:53:16,Running,,5.45,1:04:17,11:48,5.09,755.0,69,,"","",2021-06-08-085316.gpx
9b72ac61-7f72-45c0-813e-f3430a4cfc17,2021-06-07 09:51:01,Running,,4.47,47:11,10:33,5.69,642.0,34,,"","",2021-06-07-095101.gpx
79287915-ac96-4d50-89c6-f41b4c8acc20,2021-06-06 06:18:12,Running,,4.45,53:01,11:54,5.04,600.0,37,,"","",2021-06-06-061812.gpx
8cca124f-cfe4-4a8e-a0ad-be1c751e90e4,2021-06-05 06:05:35,Running,,7.09,1:12:15,10:12,5.89,1028.0,134,,"","",2021-06-05-060535.gpx
c94f680d-8fb0-468b-9a4f-196ca581f5b2,2021-06-03 10:28:13,Running,,2.89,32:44,11:20,5.29,405.0,22,,"","",2021-06-03-102813.gpx
7eacbfc9-4c81-41dc-adee-8c7ef20790ae,2021-06-02 09:44:42,Running,,3.44,45:58,13:21,4.50,449.0,25,,"","",2021-06-02-094442.gpx
412ed6e3-cdae-476d-8988-23469b3a4ea8,2021-06-01 09:21:53,Walking,,3.06,56:52,18:34,3.23,341.0,21,,"","",2021-06-01-092153.gpx
bf4585db-f266-42e8-bea6-3f7858a363ba,2021-05-29 05:59:08,Running,,6.90,1:09:39,10:05,5.95,996.0,86,,"","",2021-05-29-055908.gpx
14c9f7f5-14d0-4f4e-90c6-d651bb64e9f3,2021-05-27 09:50:34,Running,,2.82,30:51,10:57,5.48,402.0,20,,"","",2021-05-27-095034.gpx
70df0cb1-c711-4565-be3d-0e554f8bf28c,2021-05-26 09:47:49,Running,,4.45,45:30,10:13,5.87,634.0,31,,"","",2021-05-26-094749.gpx
46627b90-480c-414c-a202-268441123305,2021-05-25 09:30:09,Running,,3.49,36:17,10:24,5.77,490.0,25,,"","",2021-05-25-093009.gpx
8510e1e7-0ec1-41fe-a778-aa3d6be19354,2021-05-24 08:53:26,Running,,0.00,0:00,,,0.0,0,,"","",
4de2ce30-6f88-4d37-943b-766b42c7fbd2,2021-05-23 05:14:38,Running,,5.36,1:02:04,11:34,5.19,750.0,74,,"","",2021-05-23-051438.gpx
102c1267-6f83-41fb-ba56-ded044ae31b1,2021-05-20 09:18:20,Running,,4.50,48:31,10:46,5.57,632.0,33,,"","",2021-05-20-091820.gpx
1b997b58-e084-4c80-9686-993832ffd112,2021-05-19 09:19:00,Running,,3.46,36:32,10:34,5.68,493.0,24,,"","",2021-05-19-091900.gpx
eaa93f5e-da6d-450a-b167-73314841ced9,2021-05-18 09:44:27,Running,,3.96,42:14,10:40,5.62,559.0,30,,"","",2021-05-18-094427.gpx
d8499ffe-a92c-4031-b655-f64a3bfc4c09,2021-05-17 09:15:46,Running,,4.94,53:20,10:48,5.55,683.0,42,,"","",2021-05-17-091546.gpx
0c35756f-6427-4768-9a54-cf8faf307c79,2021-05-16 05:40:19,Running,,5.32,1:01:30,11:33,5.19,739.0,71,,"","",2021-05-16-054019.gpx
5470325f-4e3d-4941-a18b-033cb553ab1e,2021-05-08 04:58:47,Running,,14.23,2:22:20,10:00,6.00,2033.0,309,,"","",2021-05-08-045847.gpx
256a5590-486c-456a-90f6-189cfee3ecce,2021-05-07 05:08:10,Running,,4.50,58:48,13:04,4.59,585.0,32,,"","",2021-05-07-050810.gpx
712c805d-8403-4d00-976f-a8b2c59a9bd0,2021-05-05 04:58:48,Running,,4.46,48:25,10:51,5.53,619.0,32,,"","",2021-05-05-045848.gpx
92022043-6c6c-4d78-b4f7-ed9fad8e7db3,2021-05-04 10:34:39,Running,,4.43,50:48,11:28,5.23,608.0,30,,"","",2021-05-04-103439.gpx
d4ac0638-3811-4e29-b356-ef750202dbee,2021-05-02 10:07:24,Running,,12.64,2:13:02,10:31,5.70,1808.0,253,,"","",2021-05-02-100724.gpx
7bd0c10f-2d44-4e2c-8281-95f6a948e258,2021-04-30 08:08:50,Running,,5.00,55:21,11:04,5.42,727.0,72,,"","",2021-04-30-080850.gpx
34f2942f-d626-4245-8ea0-c6c9d1c6abc6,2021-04-29 05:31:25,Running,,6.77,1:11:15,10:31,5.70,968.0,89,,"","",2021-04-29-053125.gpx
fe7b5dbb-f7a0-4dad-be07-8bf9c48e288f,2021-04-26 05:11:30,Running,,5.44,59:57,11:01,5.45,776.0,70,,"","",2021-04-26-051130.gpx
857e6afa-edb0-411d-88d9-734b7f7cc614,2021-04-20 05:06:51,Running,,6.90,1:13:02,10:35,5.67,996.0,90,,"","",2021-04-20-050651.gpx
3beb41fe-2516-4bf6-84bb-afea20b6601f,2021-04-18 05:33:06,Running,,9.92,1:43:32,10:26,5.75,1424.0,101,,"","",2021-04-18-053306.gpx
a52ba9cd-1878-42df-b4b9-bba010a619cf,2021-04-14 05:18:11,Running,,6.90,1:10:47,10:16,5.85,988.0,87,,"","",2021-04-14-051811.gpx
a67e659d-eb6e-4202-8617-c8a4652a07f5,2021-04-11 06:33:42,Running,,5.42,55:56,10:19,5.81,775.0,65,,"","",2021-04-11-063342.gpx
a6c2d848-c3f4-491e-bfb9-ab53300c79ff,2021-04-10 05:54:15,Running,,6.90,1:09:38,10:06,5.94,991.0,89,,"","",2021-04-10-055415.gpx
e118ddc6-48cf-46dc-8fd7-50380e0fbfcd,2021-04-08 05:48:37,Running,,6.96,1:13:03,10:29,5.72,1003.0,93,,"","",2021-04-08-054837.gpx
246f1f86-e4e2-4d22-b77e-abd4fc08abd3,2021-04-06 05:20:43,Running,,5.43,1:02:40,11:33,5.20,747.0,73,,"","",2021-04-06-052043.gpx
3a74c4b2-8302-4781-b422-4ad8e0c9b74c,2021-04-04 06:35:00,Running,,9.10,1:33:29,10:17,5.84,1307.0,98,,"","",2021-04-04-063500.gpx
e7f2401e-6b02-4ef3-b47c-c95d96994a88,2021-04-03 07:06:51,Running,,2.43,30:04,12:23,4.84,329.0,21,,"","",2021-04-03-070651.gpx
7f7c49c1-868e-40c4-8792-24fef915c3b6,2021-04-02 06:38:26,Running,,6.94,1:16:36,11:02,5.44,997.0,89,,"","",2021-04-02-063826.gpx
c304cf3b-d70f-4aaf-9776-efc57a0f5967,2021-03-31 04:18:11,Running,,5.42,57:31,10:37,5.66,766.0,71,,"","",2021-03-31-041811.gpx
0fc1cb6a-138d-4214-a649-1c6ed181f721,2021-03-29 15:18:24,Running,,4.52,51:01,11:18,5.31,631.0,35,,"","",2021-03-29-151824.gpx
c1b61493-726b-4af4-8a15-d8e1056c64bc,2021-03-28 10:09:24,Running,,6.94,1:17:34,11:11,5.37,996.0,88,,"","",2021-03-28-100924.gpx
e0cf872c-d28d-4b1c-8638-8da08804a036,2021-03-26 06:01:57,Running,,5.48,56:25,10:17,5.83,784.0,70,,"","",2021-03-26-060157.gpx
208227d8-4941-4821-b9bb-2c082584523e,2021-03-25 05:28:43,Running,,5.48,1:00:40,11:05,5.42,762.0,76,,"","",2021-03-25-052843.gpx
3cd4cd1e-44b2-4b61-a368-bd966f3295af,2021-03-23 05:07:57,Running,,5.50,55:20,10:03,5.97,785.0,73,,"","",2021-03-23-050757.gpx
55c0e6e1-05a8-49a4-be43-42d4d22b908c,2021-03-21 06:59:34,Running,,4.48,50:53,11:21,5.29,632.0,67,,"","",2021-03-21-065934.gpx
94b8c884-7c15-4b0f-8955-32c743dea0df,2021-03-19 11:55:01,Running,,4.45,46:37,10:29,5.72,640.0,62,,"","",2021-03-19-115501.gpx
7df343fb-fcd1-48de-8f2f-8a14c354b13a,2021-03-18 10:02:38,Running,,4.49,46:20,10:19,5.81,643.0,32,,"","",2021-03-18-100238.gpx
becb291c-e68e-4a97-ba86-90c4e020fcf2,2021-03-17 09:23:47,Running,,2.95,32:56,11:09,5.38,424.0,20,,"","",2021-03-17-092347.gpx
8ac14629-8a7d-48c3-b2fd-1dbea16a2d29,2021-03-13 10:33:55,Running,,13.56,2:19:04,10:15,5.85,1965.0,285,,"","",2021-03-13-103355.gpx
ff875257-a0da-4ea2-bf9b-0f24aeb4e4a3,2021-03-11 17:08:31,Running,,4.95,50:59,10:18,5.82,709.0,38,,"","",2021-03-11-170831.gpx
4384668a-ff82-480c-b96a-eb63d9f780fa,2021-03-09 06:10:47,Running,,4.49,46:58,10:27,5.74,640.0,34,,"","",2021-03-09-061047.gpx
